Attrition,Business_Travel,CF_age_band,CF_attrition_label,Department,Education_Field,emp_no,Employee_Number,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,Age,CF_current_Employee,Daily_Rate,Distance_From_Home,Education,Employee_Count,Environment_Satisfaction,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
No,Travel_Frequently,45 - 54,Current Employees,R&D,Life Sciences,STAFF-141,141,Female,Research Director,Married,Yes,Y,1,50,1,1115,1,Bachelor's Degree,1,1,73,3,5,2,18172.00,9755.00,3,19,3,1,80,0,28,2,8,3,0,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-142,142,Male,Sales Executive,Single,Yes,Y,1,25,0,240,5,Bachelor's Degree,1,3,46,2,2,3,5744.00,26959.00,1,11,3,4,80,0,6,3,6,4,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-143,143,Male,Research Scientist,Married,No,Y,2,25,1,1280,7,High School,1,4,64,2,1,4,2889.00,26897.00,1,11,3,3,80,2,2,3,2,2,2,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-144,144,Female,Laboratory Technician,Single,No,Y,5,22,1,534,15,Bachelor's Degree,1,2,59,3,1,4,2871.00,23785.00,1,15,3,3,80,0,1,3,0,0,0,0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-145,145,Female,Healthcare Representative,Single,No,Y,1,51,1,1456,1,Master's Degree,1,1,30,2,3,1,7484.00,25796.00,3,20,4,3,80,0,23,2,13,12,12,8
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-147,147,Male,Laboratory Technician,Single,Yes,Y,3,34,0,658,7,Bachelor's Degree,1,1,66,1,2,3,6074.00,22887.00,1,24,4,4,80,0,9,3,9,7,0,6
No,Non-Travel,45 - 54,Current Employees,HR,Human Resources,STAFF-148,148,Female,Manager,Single,Yes,Y,3,54,1,142,26,Bachelor's Degree,1,4,30,4,4,4,17328.00,13871.00,2,12,3,3,80,0,23,3,5,3,4,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-150,150,Male,Laboratory Technician,Married,No,Y,2,24,1,1127,18,High School,1,2,52,3,1,3,2774.00,13257.00,0,12,3,3,80,1,6,3,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-151,151,Female,Research Scientist,Divorced,No,Y,3,34,1,1031,6,Master's Degree,1,3,45,2,2,2,4505.00,15000.00,6,15,3,3,80,1,12,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-152,152,Male,Sales Executive,Single,No,Y,3,37,1,1189,3,Bachelor's Degree,1,3,87,3,3,4,7428.00,14506.00,2,12,3,1,80,0,12,3,5,3,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-153,153,Female,Manager,Single,No,Y,6,34,1,1354,5,Bachelor's Degree,1,3,45,2,3,1,11631.00,5615.00,2,12,3,4,80,0,14,3,11,10,5,8
No,Travel_Frequently,35 - 44,Current Employees,Sales,Technical Degree,STAFF-154,154,Female,Sales Executive,Married,No,Y,6,36,1,1467,11,Associates Degree,1,2,92,3,3,4,9738.00,22952.00,0,14,3,3,80,1,10,3,9,7,2,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-155,155,Female,Laboratory Technician,Divorced,No,Y,2,36,1,922,3,Associates Degree,1,1,39,3,1,4,2835.00,2561.00,5,22,4,1,80,1,7,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,STAFF-158,158,Male,Manager,Married,Yes,Y,3,43,1,394,26,Associates Degree,1,3,92,3,4,4,16959.00,19494.00,1,12,3,4,80,2,25,4,25,12,4,12
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-159,159,Male,Research Scientist,Divorced,No,Y,2,30,1,1312,23,Bachelor's Degree,1,1,96,1,1,3,2613.00,22310.00,1,25,4,3,80,3,10,2,10,7,0,9
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-160,160,Male,Sales Executive,Married,No,Y,2,33,1,750,22,Associates Degree,1,3,95,3,2,2,6146.00,15480.00,0,13,3,1,80,1,8,4,7,7,0,7
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,STAFF-161,161,Female,Research Scientist,Married,Yes,Y,2,56,0,441,14,Master's Degree,1,2,72,3,1,2,4963.00,4510.00,9,18,3,1,80,3,7,3,5,4,4,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-162,162,Male,Research Director,Single,No,Y,5,51,1,684,6,Bachelor's Degree,1,1,51,3,5,3,19537.00,6462.00,7,13,3,3,80,0,23,3,20,18,15,15
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-163,163,Male,Sales Executive,Married,Yes,Y,3,31,0,249,6,Master's Degree,1,2,76,1,2,3,6172.00,20739.00,4,18,3,2,80,0,12,2,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-164,164,Female,Research Scientist,Married,No,Y,3,26,1,841,6,Bachelor's Degree,1,3,46,2,1,2,2368.00,23300.00,1,19,3,3,80,0,5,2,5,4,4,3
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-165,165,Female,Healthcare Representative,Married,No,Y,3,58,0,147,23,Master's Degree,1,4,94,3,3,4,10312.00,3465.00,1,12,3,4,80,1,40,2,40,10,15,6
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Marketing,STAFF-167,167,Male,Sales Representative,Single,Yes,Y,2,19,0,528,22,High School,1,4,50,3,1,3,1675.00,26820.00,1,19,3,4,80,0,0,2,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,STAFF-169,169,Male,Laboratory Technician,Married,No,Y,2,22,1,594,2,High School,1,3,100,3,1,4,2523.00,19299.00,0,14,3,3,80,1,3,3,2,1,2,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-170,170,Female,Manufacturing Director,Married,No,Y,2,49,1,470,20,Master's Degree,1,3,96,3,2,1,6567.00,5549.00,1,14,3,3,80,0,16,2,15,11,5,11
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-171,171,Female,Research Scientist,Single,No,Y,2,43,1,957,28,Bachelor's Degree,1,2,72,4,1,3,4739.00,16090.00,4,12,3,4,80,0,18,3,3,2,1,2
No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,STAFF-174,174,Female,Sales Executive,Single,No,Y,3,50,1,809,12,Bachelor's Degree,1,3,77,3,3,4,9208.00,6645.00,4,11,3,4,80,0,16,3,2,2,2,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-175,175,Female,Sales Executive,Married,Yes,Y,2,31,0,542,20,Bachelor's Degree,1,2,71,1,2,3,4559.00,24788.00,3,11,3,3,80,1,4,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-176,176,Male,Sales Executive,Divorced,Yes,Y,2,41,1,802,9,High School,1,3,96,3,3,3,8189.00,21196.00,3,13,3,3,80,1,12,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,STAFF-177,177,Female,Human Resources,Married,No,Y,3,26,1,1355,25,High School,1,3,61,3,1,3,2942.00,8916.00,1,23,4,4,80,1,8,3,8,7,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-178,178,Male,Manufacturing Director,Divorced,No,Y,0,36,1,216,6,Associates Degree,1,2,84,3,2,2,4941.00,2819.00,6,20,4,4,80,2,7,3,3,2,0,1
Yes,Travel_Frequently,45 - 54,Ex-Employees,R&D,Life Sciences,STAFF-179,179,Male,Manufacturing Director,Single,No,Y,2,51,0,1150,8,Master's Degree,1,1,53,1,3,4,10650.00,25150.00,2,15,3,4,80,0,18,3,4,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-182,182,Female,Sales Executive,Married,No,Y,1,39,1,1329,4,Master's Degree,1,4,47,2,2,3,5902.00,14590.00,4,14,3,3,80,1,17,4,15,11,5,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-183,183,Male,Sales Executive,Married,No,Y,3,25,1,959,28,Bachelor's Degree,1,1,41,2,2,3,8639.00,24835.00,2,18,3,4,80,0,6,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,STAFF-184,184,Male,Human Resources,Married,Yes,Y,2,30,1,1240,9,Bachelor's Degree,1,3,48,3,2,4,6347.00,13982.00,0,19,3,4,80,0,12,1,11,9,4,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-190,190,Female,Laboratory Technician,Single,No,Y,2,32,0,1033,9,Bachelor's Degree,1,1,41,3,1,1,4200.00,10224.00,7,22,4,1,80,0,10,4,5,4,0,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-192,192,Male,Research Scientist,Single,No,Y,2,45,1,1316,29,Bachelor's Degree,1,3,83,3,1,4,3452.00,9752.00,5,13,3,2,80,0,9,2,6,5,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-193,193,Female,Research Scientist,Single,Yes,Y,2,38,1,364,3,Doctoral Degree,1,4,32,3,2,3,4317.00,2302.00,3,20,4,2,80,0,19,3,3,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-194,194,Female,Research Scientist,Single,No,Y,4,30,1,438,18,Bachelor's Degree,1,1,75,3,1,3,2632.00,23910.00,1,14,3,3,80,0,5,2,5,4,0,4
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-195,195,Male,Sales Executive,Divorced,No,Y,2,32,1,689,9,Associates Degree,1,4,35,1,2,4,4668.00,22812.00,0,17,3,4,80,3,9,4,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-197,197,Female,Research Scientist,Divorced,No,Y,3,30,1,201,5,Bachelor's Degree,1,4,84,3,1,1,3204.00,10415.00,5,14,3,4,80,1,8,3,3,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-198,198,Male,Laboratory Technician,Single,No,Y,3,30,1,1427,2,High School,1,2,35,2,1,4,2720.00,11162.00,0,13,3,4,80,0,6,3,5,3,1,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-199,199,Male,Manager,Divorced,No,Y,2,41,1,857,10,Bachelor's Degree,1,4,91,2,4,1,17181.00,12888.00,4,13,3,2,80,1,21,2,7,6,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-200,200,Male,Laboratory Technician,Married,No,Y,2,41,1,933,9,Master's Degree,1,3,94,3,1,1,2238.00,6961.00,2,21,4,4,80,1,7,3,5,0,1,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-201,201,Female,Laboratory Technician,Single,No,Y,3,19,1,1181,3,High School,1,2,79,3,1,2,1483.00,16102.00,1,14,3,4,80,0,1,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-202,202,Female,Research Scientist,Divorced,No,Y,2,40,1,1395,26,Bachelor's Degree,1,2,54,3,2,2,5605.00,8504.00,1,11,3,1,80,1,20,3,20,7,2,13
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-204,204,Male,Sales Executive,Married,No,Y,3,35,1,662,1,Doctoral Degree,1,3,94,3,3,2,7295.00,11439.00,1,13,3,1,80,2,10,3,10,8,0,6
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-205,205,Male,Sales Representative,Married,Yes,Y,3,53,1,1436,6,Associates Degree,1,2,34,3,2,3,2306.00,16047.00,2,20,4,4,80,1,13,1,7,7,4,5
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-206,206,Male,Laboratory Technician,Divorced,No,Y,2,45,1,194,9,Bachelor's Degree,1,2,60,3,2,2,2348.00,10901.00,8,18,3,3,80,1,20,1,17,9,0,15
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-207,207,Female,Sales Executive,Single,No,Y,2,32,1,967,8,Bachelor's Degree,1,2,43,3,3,4,8998.00,15589.00,1,14,3,4,80,0,9,3,9,8,3,7
No,Non-Travel,25 - 34,Current Employees,R&D,Technical Degree,STAFF-208,208,Male,Manufacturing Director,Married,No,Y,1,29,1,1496,1,High School,1,4,41,3,2,3,4319.00,26283.00,1,13,3,1,80,1,10,3,10,7,0,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-211,211,Male,Manufacturing Director,Married,No,Y,2,51,1,1169,7,Master's Degree,1,2,34,2,2,3,6132.00,13983.00,2,17,3,3,80,0,10,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-214,214,Female,Research Scientist,Married,Yes,Y,3,58,1,1145,9,Bachelor's Degree,1,2,75,2,1,2,3346.00,11873.00,4,20,4,2,80,1,9,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-215,215,Male,Sales Executive,Married,No,Y,2,40,1,630,4,Master's Degree,1,3,67,2,3,4,10855.00,8552.00,7,11,3,1,80,1,15,2,12,11,2,11
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-216,216,Female,Sales Representative,Married,No,Y,3,34,1,303,2,Master's Degree,1,3,75,3,1,3,2231.00,11314.00,6,18,3,4,80,1,6,3,4,3,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-217,217,Male,Research Scientist,Married,No,Y,6,22,1,1256,19,High School,1,3,80,3,1,4,2323.00,11992.00,1,24,4,1,80,2,2,3,2,2,2,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-218,218,Male,Research Scientist,Divorced,No,Y,1,27,1,691,9,Bachelor's Degree,1,4,57,3,1,2,2024.00,5970.00,6,18,3,4,80,1,6,1,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-221,221,Male,Research Scientist,Married,No,Y,2,28,1,440,21,Bachelor's Degree,1,3,42,3,1,4,2713.00,6672.00,1,11,3,3,80,1,5,1,5,2,0,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-223,223,Male,Healthcare Representative,Divorced,Yes,Y,2,57,1,334,24,Associates Degree,1,3,83,4,3,4,9439.00,23402.00,3,16,3,2,80,1,12,1,5,3,1,4
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-224,224,Male,Research Scientist,Divorced,Yes,Y,2,27,1,1450,3,Bachelor's Degree,1,3,79,2,1,3,2566.00,25326.00,1,15,3,4,80,1,1,2,1,1,0,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-226,226,Female,Manager,Single,No,Y,5,50,1,1452,11,Bachelor's Degree,1,3,53,3,5,2,19926.00,17053.00,3,15,3,2,80,0,21,3,5,4,4,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-227,227,Male,Research Scientist,Divorced,No,Y,2,41,1,465,14,Bachelor's Degree,1,1,56,3,1,3,2451.00,4609.00,4,12,3,1,80,1,13,3,9,8,1,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-228,228,Female,Sales Executive,Married,No,Y,2,30,1,1339,5,Bachelor's Degree,1,2,41,3,3,4,9419.00,8053.00,2,12,3,3,80,1,12,3,10,9,7,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-230,230,Female,Sales Executive,Single,No,Y,2,38,1,702,1,Master's Degree,1,1,59,2,2,4,8686.00,12930.00,4,22,4,3,80,0,12,4,8,3,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-231,231,Male,Research Scientist,Single,No,Y,2,32,1,120,6,Doctoral Degree,1,3,43,3,1,3,3038.00,12430.00,3,20,4,1,80,0,8,3,5,4,1,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-233,233,Male,Research Scientist,Married,Yes,Y,3,27,1,1157,17,Bachelor's Degree,1,3,51,3,1,2,3058.00,13364.00,0,16,3,4,80,1,6,2,5,2,1,1
Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Technical Degree,STAFF-235,235,Female,Sales Representative,Single,No,Y,5,19,0,602,1,High School,1,3,100,1,1,1,2325.00,20989.00,0,21,4,1,80,0,1,4,0,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-238,238,Male,Laboratory Technician,Single,No,Y,3,36,1,1480,3,Associates Degree,1,4,30,3,1,2,2088.00,15062.00,4,12,3,3,80,0,13,2,8,7,7,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-239,239,Male,Laboratory Technician,Divorced,No,Y,4,30,1,111,9,Bachelor's Degree,1,3,66,3,2,1,3072.00,11012.00,1,11,3,3,80,2,12,3,12,9,6,10
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-240,240,Female,Sales Executive,Divorced,Yes,Y,3,45,1,1268,4,Associates Degree,1,3,30,3,2,1,5006.00,6319.00,4,11,3,1,80,1,9,4,5,4,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-241,241,Female,Research Scientist,Divorced,Yes,Y,3,56,1,713,8,Bachelor's Degree,1,3,67,3,1,1,4257.00,13939.00,4,18,3,3,80,1,19,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-242,242,Male,Research Scientist,Single,No,Y,2,33,1,134,2,Bachelor's Degree,1,3,90,3,1,4,2500.00,10515.00,0,14,3,1,80,0,4,4,3,1,0,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-243,243,Male,Laboratory Technician,Single,No,Y,3,19,0,303,2,Bachelor's Degree,1,2,47,2,1,4,1102.00,9241.00,1,22,4,3,80,0,1,2,1,0,1,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-244,244,Female,Sales Executive,Divorced,No,Y,2,46,1,526,1,Associates Degree,1,2,92,3,3,1,10453.00,2137.00,1,25,4,3,80,3,24,3,24,13,15,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-245,245,Female,Laboratory Technician,Single,No,Y,3,38,1,1380,9,Associates Degree,1,3,75,3,1,4,2288.00,6319.00,1,12,3,3,80,0,2,3,2,2,2,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-246,246,Female,Research Scientist,Married,Yes,Y,0,31,1,140,12,High School,1,3,95,3,1,4,3929.00,6984.00,8,23,4,3,80,1,7,3,4,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-247,247,Female,Research Scientist,Single,No,Y,3,34,1,629,27,Associates Degree,1,4,95,3,1,2,2311.00,5711.00,2,15,3,4,80,0,9,3,3,2,1,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Marketing,STAFF-248,248,Female,Sales Representative,Single,Yes,Y,5,41,0,1356,20,Associates Degree,1,2,70,3,1,2,3140.00,21728.00,1,22,4,4,80,0,4,2,4,3,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-249,249,Male,Laboratory Technician,Married,No,Y,2,50,1,328,1,Bachelor's Degree,1,3,86,2,1,3,3690.00,3425.00,2,15,3,4,80,1,5,2,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-250,250,Female,Manufacturing Director,Divorced,No,Y,3,53,1,1084,13,Associates Degree,1,4,57,4,2,1,4450.00,26250.00,1,11,3,3,80,2,5,3,4,2,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-252,252,Female,Research Scientist,Married,No,Y,5,33,1,931,14,Bachelor's Degree,1,4,72,3,1,2,2756.00,4673.00,1,13,3,4,80,1,8,3,8,7,1,6
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-253,253,Female,Manager,Married,No,Y,2,40,1,989,4,High School,1,4,46,3,5,3,19033.00,6499.00,1,14,3,2,80,1,21,3,20,8,9,9
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-254,254,Male,Research Director,Single,No,Y,3,55,1,692,14,Master's Degree,1,3,61,4,5,2,18722.00,13339.00,8,11,3,4,80,0,36,3,24,15,2,15
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-256,256,Male,Manufacturing Director,Married,No,Y,2,34,1,1069,2,High School,1,4,45,2,2,3,9547.00,14074.00,1,17,3,3,80,0,10,2,10,9,1,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-258,258,Female,Healthcare Representative,Single,No,Y,6,51,1,313,3,Bachelor's Degree,1,4,98,3,4,2,13734.00,7192.00,3,18,3,3,80,0,21,3,7,7,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-259,259,Male,Manager,Married,No,Y,5,52,1,699,1,Master's Degree,1,3,65,2,5,3,19999.00,5678.00,0,14,3,1,80,1,34,3,33,18,11,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-260,260,Female,Research Scientist,Single,No,Y,2,27,1,894,9,Bachelor's Degree,1,4,99,3,1,2,2279.00,11781.00,1,16,3,4,80,0,7,2,7,7,0,3
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,STAFF-261,261,Male,Manufacturing Director,Married,Yes,Y,1,35,0,556,23,Associates Degree,1,2,50,2,2,3,5916.00,15497.00,3,13,3,1,80,0,8,3,1,0,0,1
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-262,262,Male,Research Scientist,Divorced,No,Y,3,43,1,1344,7,Bachelor's Degree,1,4,37,4,1,4,2089.00,5228.00,4,14,3,4,80,3,7,4,5,4,2,2
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,STAFF-264,264,Male,Manager,Married,No,Y,1,45,1,1195,2,Associates Degree,1,1,65,2,4,4,16792.00,20462.00,9,23,4,4,80,1,22,3,20,8,11,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-267,267,Male,Research Scientist,Married,Yes,Y,3,37,1,290,21,Bachelor's Degree,1,2,65,4,1,1,3564.00,22977.00,1,12,3,1,80,1,8,2,8,7,1,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-269,269,Female,Laboratory Technician,Single,No,Y,5,35,1,138,2,Bachelor's Degree,1,2,37,3,2,2,4425.00,15986.00,5,11,3,4,80,0,10,3,6,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-270,270,Female,Manufacturing Director,Divorced,No,Y,5,42,1,926,21,Associates Degree,1,3,36,3,2,3,5265.00,16439.00,2,16,3,2,80,1,11,3,5,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-271,271,Male,Manufacturing Director,Married,No,Y,3,38,1,1261,2,Master's Degree,1,4,88,3,2,3,6553.00,7259.00,9,14,3,2,80,0,14,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-273,273,Male,Manufacturing Director,Married,No,Y,3,38,1,1084,29,Bachelor's Degree,1,4,54,3,2,4,6261.00,4185.00,3,18,3,1,80,1,9,1,7,7,1,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,STAFF-274,274,Male,Manufacturing Director,Married,No,Y,1,27,1,472,1,High School,1,3,60,2,2,1,4298.00,9679.00,5,19,3,3,80,1,6,3,2,2,2,0
No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,STAFF-275,275,Male,Manufacturing Director,Divorced,Yes,Y,0,49,1,1002,18,Master's Degree,1,4,92,3,2,4,6804.00,23793.00,1,15,3,1,80,2,7,3,7,7,1,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-277,277,Male,Research Scientist,Divorced,Yes,Y,4,34,1,878,10,Master's Degree,1,4,43,3,1,3,3815.00,5972.00,1,17,3,4,80,1,5,4,5,3,2,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-281,281,Male,Laboratory Technician,Married,Yes,Y,2,40,1,905,19,Associates Degree,1,3,99,3,2,4,2741.00,16523.00,8,15,3,3,80,1,15,4,7,2,3,7
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,STAFF-282,282,Male,Healthcare Representative,Married,Yes,Y,2,38,0,1180,29,High School,1,2,70,3,2,1,6673.00,11354.00,7,19,3,2,80,0,17,3,1,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-283,283,Female,Sales Executive,Married,No,Y,3,29,0,121,27,Bachelor's Degree,1,2,35,3,3,4,7639.00,24525.00,1,22,4,4,80,3,10,2,10,4,1,9
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-284,284,Male,Research Scientist,Divorced,Yes,Y,2,22,1,1136,5,Bachelor's Degree,1,4,60,4,1,2,2328.00,12392.00,1,16,3,1,80,1,4,2,4,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-286,286,Female,Laboratory Technician,Single,No,Y,2,36,1,635,18,High School,1,2,73,3,1,4,2153.00,7703.00,1,13,3,1,80,0,8,3,8,1,1,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-287,287,Male,Healthcare Representative,Married,No,Y,5,40,1,1151,9,Doctoral Degree,1,4,63,2,2,4,4876.00,14242.00,9,14,3,4,80,1,5,1,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-288,288,Male,Healthcare Representative,Divorced,No,Y,3,46,1,644,1,Master's Degree,1,4,97,3,3,1,9396.00,12368.00,7,16,3,3,80,1,17,3,4,2,0,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Medical,STAFF-291,291,Male,Sales Executive,Married,No,Y,2,32,0,1045,4,Master's Degree,1,4,32,1,3,4,10400.00,25812.00,1,11,3,3,80,0,14,2,14,8,9,8
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-292,292,Male,Manufacturing Director,Single,No,Y,2,30,1,829,1,High School,1,3,88,2,3,3,8474.00,20925.00,1,22,4,3,80,0,12,3,11,8,5,8
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-293,293,Female,Sales Executive,Single,No,Y,2,27,1,1242,20,Bachelor's Degree,1,4,90,3,2,3,9981.00,12916.00,1,14,3,4,80,0,7,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-296,296,Male,Research Director,Married,No,Y,5,51,1,1469,8,Master's Degree,1,2,81,2,3,2,12490.00,15736.00,5,16,3,4,80,2,16,1,10,9,4,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-297,297,Female,Research Scientist,Single,Yes,Y,5,30,0,1005,3,Bachelor's Degree,1,4,88,3,1,1,2657.00,8556.00,5,11,3,3,80,0,8,3,5,2,0,4
